id,solvent,d_d,d_p,d_h
5710,"Cyclohexanone, 2-(1-Cyclohexen-1-Yl)-",18,4.4,3.5
5711,"Cyclohexanone, 4-Methyl-",17.7,7.2,4.5
5712,Cyclohexene,17.2,1,2
5713,Cyclohexene Oxide,16.9,4.8,5.2
5714,Cycloheximide,18.3,11,13.8
5715,Cyclohexyl Acetic Acid,17.1,4.8,10.1
5716,Cyclohexyl Anthranilate,18.8,6.3,6.7
5717,Cyclohexyl Benzene,18.7,0,1
5718,Cyclohexyl Butyrate,16.7,3.2,4.3
5719,Cyclohexyl Carbinol C6h11-Ch2oh,17.1,5.1,10.6
5720,Cyclohexyl Cinnamate,18.3,2.8,4.3
5721,Cyclohexyl Crotonate,17.2,3.4,5
5722,Cyclohexyl Ethyl Acetate,16.8,3.4,4.8
5723,Cyclohexyl Ethyl Alcohol,17,4.7,9.9
5724,Cyclohexyl Formate,16.9,5.1,6
5725,Cyclohexyl Hexanoate,16.7,2.9,4.1
5726,Cyclohexyl Isobutyrate,16.5,3,4
5727,Cyclohexyl Isocyanate,17.2,6.5,4.2
5728,Cyclohexyl Isovalerate,16.4,2.7,3.8
5729,Cyclohexyl Methacrylate,16.8,3.2,4.3
5730,Cyclohexyl Methyl Pyrazine,18.5,6,3.6
5731,Cyclohexyl Peroxide,17.3,8.4,13.5
5732,Cyclohexyl Propanol,16.9,3.8,8.8
5733,Cyclohexyl Propionate,16.7,3.7,4.8
5734,Cyclohexyl Salicylate,18.6,6.5,7.3
5735,Cyclohexyl Vinyl Ether,16.5,3.2,3.5
5736,Cyclohexylamine,17.2,3.1,6.5
5737,Cyclohexylchloride,17.3,5.5,2
5738,Cyclohexylsulfamic Acid,18.6,13,18.2
5739,Cycloionone,16.9,2.1,3.2
5740,Cyclononane,16.8,0,0
5741,Cyclooctadecane,17.1,0,0
5742,Cyclooctane,16.5,0,0
5743,Cyclooctanone,17,9.6,4.5
5744,Cyclooctene,16.9,2.3,3.8
5745,Cyclopentadecane,16.9,0,0
5746,Cyclopentadiene,17,1.9,2
5747,Cyclopentane,16.4,0,1.8
5748,Cyclopentanecarbonitrile,16.8,9.4,4.9
5749,Cyclopentanethiol,17.3,4,4.8
5750,Cyclopentanol  (Cyclopentyl Alcohol),17.2,5.6,12.8
5751,Cyclopentanone,17.9,11.9,5.2
5752,Cyclopentene,16.7,3.8,1.7
5753,Cyclopentyl Methyl Ether,16.7,4.3,4.3
5754,Cyclopentyl Methyl Ether (Cpme),16.7,4.3,4.3
5755,Cyclopentyl Methyl Sulfide,17.6,3,3.5
5756,Cyclopentylacetic Acid,16.9,4.9,10.8
5757,Cyclopentylamine,16.9,3.8,7.4
5758,Cyclopopanecaboxylic Acid,17.3,7.5,14.7
5759,Cyclopropane,17.3,0,0
5760,Cyclopropanecarboxamide,18.3,13.9,12.7
5761,Cyclopropene,17.2,2.4,2
5762,Cyclopropylamine,17.4,5.9,10
5763,Cyclopropylmethylketone,17,11.1,4.6
5764,Cyclopropylnitrile,18.6,16.2,5.7
5765,Cyclosativene,16.9,0,0
5766,Cyclosporine,14.4,0,10.7
5767,Cyclotene,18.8,12.5,5.5
5768,Cyclotene,19.7,10.9,14.7
5769,Cyclotene Acetate,18.2,8.5,8
5770,Cyclotene Butyrate,17.8,7.2,6.7
5771,Cyclotene Isovalerate,17.5,6.6,6.2
5772,Cyclotene Monomethyl Ether,18,8.4,6.7
5773,Cyclotene Propionate,18,7.9,7.4
5774,Cyclotetradecane,17,0,0
5775,Cyclotridecane,17,0,0
5776,Cyclotrimethylenetrinitramine,19,26.6,10
5777,Cyclotropal,17.7,3.7,3.9
5778,Cycloundecane,16.8,0,0
5779,Cyfluthrin,18.7,6,3.5
5780,Cyhalothrin,17.7,4.8,2.7
5781,Cymal,17.5,4.9,3.5
5782,Cypermethrin,18.9,5.3,3.1
5783,Cyproterone Acetate,18.8,5.4,3.3
5784,Cyromazine,21.2,14.7,16.7
5785,Cysteamine,17.8,7.9,11.4
5786,d-(-)-Fructose,18.5,13.5,22
5787,d-(+)-Carvone,17.5,5.7,3.8
5788,Dairy Lactone,16.8,5.9,4.5
5789,Damascone Carboxylate,16.2,2.8,3.8
5790,Danazol ,18.7,5.5,4.2
5791,Daucene,17.4,1.2,3.3
5792,d-Camphor,17.8,10.3,5.2
5793,d-Camphoric Acid,16.9,6.3,17.5
5794,DDT,20,5.5,3.1
5795,"Ddt  P,P' -Ddt O,P' -Ddt  O,P' -Ddt ",20.6,1.9,1.6
5796,Decachlorobiphenyl,22.4,1.8,1.4
5797,Decachlorodiphenyl Ether,22.5,2.6,2.4
5798,Decadienal,16.8,5.5,4.7
5799,Decafluoro-1-Trifluoromethyl-Piperidine,12.7,2.3,1.2
5800,Decafluorobiphenyl,16.4,2.9,2.2
5801,Decamethylcyclopentasiloxane,12.9,1.3,1
5802,Decanal,16,5.4,4
5803,Decanal / Methyl Anthranilate Schiff's Base,17,5.3,2.6
5804,Decanal Diethyl Acetal,15.6,3.1,2.8
5805,Decanal Dimethyl Acetal,15.7,3.3,3.3
5806,Decanal Methyl Enol Ether,16.1,2.7,3.1
5807,Decanal Propylene Glycol Acetal,16.2,3.2,3.3
5808,Decane,15.7,0,0
5809,"Decanedioic Acid, Diethyl Ester",16.2,4,5
5810,Decanenitrile,16,6.4,3.8
5811,Decanoic Acid,16.2,4.3,8.3
5812,"Decanoic Acid, Ethyl Ester",16,3.1,4
5813,Decatol,17.1,3.4,6.8
5814,Decen-1-Yl Cyclopentanone,17.5,4.2,2.6
5815,"Decyl 2,5-Dichlorobenzoate",18,4.6,2.7
5816,Decyl Acetate,16,3,4.1
5817,Decyl Anthranilate,17.4,5.2,5.6
5818,Decyl Butanoate,16,2.6,3.4
5819,Decyl Butyrate,16,2.6,3.4
5820,Decyl Formate,15.9,4.1,4.7
5821,Decyl Isovalerate,15.8,2.3,3.1
5822,Decyl Mercaptan,16.5,3.1,3.6
5823,Decyl Methyl Ether,15.7,2.9,3
5824,Decyl Propanoate,16,2.9,3.8
5825,Decyl Vinyl Ether,15.8,2.6,2.8
5826,Decylamine,16,3,4.6
5827,Decylbenzene,16.8,1.5,2.1
5828,Decylcyclohexane,16.4,0,0
5829,Decylcyclopentane,16.2,0,0
5830,Dehydro β-Linalool,17,3.2,6.9
5831,Dehydroabietic Acid,18.2,3.3,4.7
5832,Dehydroabietine,17.9,1.2,0.8
5833,Dehydroabietylamine,18.1,2.1,2.4
5834,Dehydro-Ar-Ionene,18,1.9,2.2
5835,Dehydrocostus Lactone,17,4.4,4.3
5836,Dehydrodihydroionol,17.2,3,8
5837,Dehydrodihydroionone,16.9,3.4,3.9
5838,Dehydrolinalool,16.7,2.2,6.8
5839,Dehydromenthofurolactone,17.7,7,6.7
5840,Dehydroxylinalool Oxide,16.3,2.7,2.6
5841,Delta Damascone,16.8,3.2,2.5
5842,Delta-2-Carene,16.4,1,2.2
5843,Delta-2-Dodecenolactone,16.6,6,4.3
5844,Delta-3-Carene,16.4,1.3,2.2
5845,Delta6-Isoambrettolide,17.2,3.9,3.7
5846,Delta-Cadinene,17,0.6,3
5847,Delta-Cadinol,17.3,2.5,5.3
5848,Delta-Decalactone,16.5,6.8,4.3
5849,Delta-Decenolactone,16.7,7,4.8
5850,Delta-Dodecalactone,16.4,5.8,3.8
5851,Delta-Elemene,16.4,0.5,1.1
5852,Delta-Heptalactone,16.6,9.2,5
5853,Delta-Hexalactone,16.8,10.1,5.5
5854,Delta-Juniper Lactone,16.2,4.3,3.2
5855,Delta-Methyl Ionone,16.7,2.9,2.1
5856,Delta-Nonalactone,16.5,7.3,4.3
5857,Delta-Octalactone,16.5,8,4.4
5858,Delta-Selinene,17.2,1.1,2.9
5859,Delta-Terpineol,16.9,3.5,7.4
5860,Delta-Tetradecalactone,16.4,4.8,3.5
5861,Delta-Tridecalactone,16.4,5.1,3.5
5862,Delta-Undecalactone,16.4,6.2,4
5863,Demeton-S-Methyl,18.7,11.8,7.7
5864,Deoxybenzoin,19.3,5.3,3.7
5865,Deoxycholic Acid,17.5,5.6,9.5
5866,Deoxycortisone {21-Deoxycortisone},19.3,9.9,6.3
5867,d-Ephedrine,17.6,5,10.4
5868,Desipramine,19.4,5.9,5.4
5869,Desmedipham,19.1,11.2,8.7
5870,Dewy Propionate,16,2.8,3.7
5871,Dexamethasone,18.4,9.2,11.7
5872,"Dextro,Laevo-3-(Methyl Thio) Butanone",17.5,7.5,5
5873,"Dextro,Laevo-Asparagine Monohydrate",18.5,16.3,21.5
5874,"Dextro,Laevo-Dibutyl Malate",16.6,6.1,9.7
5875,"Dextro,Laevo-Isoleucine",16.3,5.1,11.7
5876,"Dextro,Laevo-Menthone Glycerine Acetal",17,5.4,7.5
5877,"Dextro,Laevo-Menthyl Acetate",16.4,2.5,3.2
5878,"Dextro,Laevo-Methionine",18.1,7.3,13.2
5879,"Dextro,Laevo-Valine",16.3,6,13.1
5880,"Dextro-2,8-Para-Menthadien-1-ol",17.3,3.9,7.5
5881,Dextro-Dihydrocarvone,17.2,5.4,2.8
5882,Dextro-Linalool,16.7,2.6,6.7
5883,Dextro-Neomenthol,16.5,3.6,7.6
5884,Dextro-Perillaldehyde,17.2,5.7,5
5885,Dextro-Piperitone,17.2,5.2,3.4
5886,Dextro-Ribose,18.3,13.3,24.6
5887,Dextrose,17.9,13.7,23.6
5888,Dextro-Xylose,18.5,12.3,20.3
5889,d-Fenchone    ,17.3,5.5,2.2
5890,Di Butyl Fumarate,16.7,3,6.7
5891,Di p-Tolyl Sulfoxide,20.3,11.4,3.1
5892,Di-(1-Propanyl) Sulfide,17.8,3.5,4.5
5893,Di-(2-Chloroethoxy) Methane,17.1,10.2,7.1
5894,Di-(2-Chloroethyl) Ether,18.8,9,5.7
5895,Di-(2-Chloro-Isopropyl) Ether,19,8.2,5.1
5896,Di-(2-Ethyl Hexyl) Sebacate,16.2,5,9
5897,Di(2-Ethylhexyl)Adipate,16.2,2.3,3.3
5898,Di-(2-Ethylhexyl)Azelate,16.2,4.7,8.4
5899,Di-(2-Methoxyethyl) Ether,15.7,6.1,6.5
5900,Di(Propylene Glycol) Dimethyl Ether,15.7,6.4,5.3
5901,Di-2-Ethylhexyl Amine,15.6,0.8,3.2
5902,Di-2-Ethylhexyl Ether,15.9,2.6,2.5
5903,Diacetamide,17.6,17.7,9.7
5904,Diacetin,17,7.8,13.5
5905,Diacetone Alcohol,15.8,8.2,10.8
5907,Diacetoxyscirpenol,17.8,7.1,9.2
5908,Diacetyl Trimer,18.2,11.4,9.3
5909,Diallate,18.3,8,2.3
5910,Diallyl Amine,15.6,4.5,6.7
5911,Diallyl Ether,15.3,4.4,5.3
5912,Diallyl Maleate,17,5.3,7.4
5913,Diallyl Phthalate,17.8,8.3,4
5914,Diallyl Tetrasulfide,18.2,7.3,4.5
5915,Diallyl Trisulfide,18.2,5.9,4.4
5916,Diamantane,16.9,0,0
5917,Diamidaphos,19.6,13.1,10.8
5918,Diaminopimelic Acid,17.7,8.9,17.8
5919,Dianthus Ethone,18.3,6.8,9.8
5921,Diazolidinyl Urea,19.1,23.2,21.9
5922,Dibasic Esters (DBE),16.2,6.5,8.4
5924,"Dibenz(A,H)Acridine",21.2,3.3,3.3
5925,Dibenzo 18 Crown 6,18.8,5.3,8
5926,"Dibenzo(A,I)Pyrene",21.3,1.3,4.1
5927,"Dibenzo(B,D)Chrysene-7,12-Dione",21.1,0,7
5928,"Dibenzo[A,H]Anthracene",21.1,0.8,4.1
5929,"Dibenzo[B,F]Cyclohepten-1-One",20.4,6.3,4
5930,Dibenzofuran,20,3.6,3.4
5931,Dibenzothiophene,20.6,3.4,4.4
5932,Dibenzoyl Peroxide ,18.9,10.1,4.6
5933,Dibenzoylmethane,19.6,8.2,4.1
5934,Dibenzyl Ether,19.6,3.4,5.2
5935,Dibenzyl Malonate,18.4,4.6,6.1
5936,Dibenzyl Sebacate,17.8,2.2,5.5
5937,Dibenzylamine,18.7,2.8,4.9
5938,Dibromoacetonitrile,19.2,13.8,7.8
5939,Dibromodifluoromethane,17.8,6.2,4.8
5940,Dibromofluoromethane (F-21B2),18.4,6.3,5.1
5941,Dibromomethane (Methylene Dibromide),19,6.4,7
5942,Dibromotetrafluoroethane,16.9,5.2,4.2
5943,Dibromsalon (Halogenated Salicylanilides),21.6,13.6,11.5
5944,Dibutyl Adipate,16.3,3.9,5
5945,Dibutyl Amine,15,3,4.3
5946,Dibutyl Decanedioate,16.1,3.2,4
5947,Dibutyl Disulfide,16.7,4.3,3
5948,Di-Butyl Glutarate,16.3,4.3,5.4
5949,Dibutyl Ketone,16,7.7,4.4
5950,Dibutyl Maleate,16.5,6.1,7.2
5951,Dibutyl Phthalate,17.8,8.6,4.1
5952,Dibutyl Sebacate,16.7,4.5,4.1
5953,Dibutyl Succinate,16.3,4.4,5.7
5954,Dibutyl Sulfate,16,7.8,4.4
5955,Dibutyl Sulfide,16.5,2.8,2.8
5956,Dibutyl Sulfite,16.9,6.5,3.7
5957,Dibutyl Sulfone,16.5,10.8,5.3
5958,Dibutyl Tartrate,16.7,6.8,11.8
5959,Dicamba,20,6.7,8.9
5960,Dichloroacetaldehyde,16.7,9.1,7.5
5961,Dichloroacetic Acid,18.2,8.1,12.2
5962,Dichloroacetic Anhydride,18.3,11.8,7.7
5963,Dichloroacetonitrile,17.4,9.4,6.4
5964,Dichloroacetyl Chloride,17.9,9,5.8
5965,Dichlorobiphenyl,20.4,3.3,2.6
5966,Dichlorodiethylsilane,14.7,2.9,1.4
5967,Dichlorodifluoromethane (Freon 12),14.9,2,0
5968,Dichloroethylene (Trans),16.7,7.8,3.3
5969,Dichloromethyl Methyl Ether,17.1,12.9,6.5
5970,Dichloromethylphenylsilane,17,2.7,1.9
5971,Dichloromonofluoromethane (Freon21),15.8,3.1,5.7
5972,Diclofenac ,20.6,6.7,10
5974,Dicofol,21.1,3.9,5.3
5975,Dicrotophos,17.7,14.4,13.2
5976,Dicumyl Peroxide,17.5,2.6,6.1
5977,Dicyandiamide,18.5,18.5,10.2
5978,Dicyclohexyl Disulfide,18,3.3,2.5
5979,Dicyclohexyl Phthalate,17.9,6,2.8
5980,Dicyclohexyl Sulfide,17.9,1.8,2.3
5981,Dicyclohexylamine,17.3,1.7,3.6
5982,Dicyclohexylmethane,17,0,0
5983,Dicyclopentadiene,17.6,1.9,2.9
5984,Didecyl Disulfide,16.6,2.8,2
5985,Didecyl Ether,15.8,2,2.1
5986,Didecyl Sulfide,16.4,1.7,1.9
5987,Didecylamine,16,1.6,3.2
5988,Didodecylamine,16.1,1.3,2.3
5989,Dieldrin,19.2,4.3,1.1
5990,Diethlyhexyl Phthalate (Dioctyl Phthalate),16.6,7,3.1
5991,Diethoxydimethylsilane,14,2.5,2.7
5992,Diethoxymethane,15.4,5.8,5.1
5993,Diethyl 1-Malate,16.7,7.8,12.7
5994,Diethyl Adipate,16.4,6.2,7.5
5995,Diethyl Amine,14.9,2.3,6.1
5996,Diethyl Amine/Acetic Acid,16,20.3,18.4
5997,Diethyl Carbamazine,17.7,8.5,6.5
5998,Diethyl Carbonate,15.1,6.3,3.5
5999,Diethyl Diethylmalonate,16,3.8,5.1
6000,Diethyl Dimethyl-2-Cyclohexenone,17,4.6,3.2
6001,Diethyl Ethanolamine/Acetic Acid,16,20.3,18.4
6002,Diethyl Ether,14.5,2.9,4.6
6003,Diethyl Fumarate,16.7,5.9,7.6
6004,Diethyl Glutarate,16.2,5.7,6.9
6005,Diethyl Glutarate,16.3,7,7.8
6006,Diethyl Ketone,15.8,7.6,4.7
6007,Diethyl Laevo-Tartrate,16.9,8.7,15.7
6008,Diethyl Malate,16.7,7.8,12.7
6009,Diethyl Maleate,16.7,5.9,7.6
6010,Diethyl Malonate,16.1,7.7,8.3
6011,Diethyl Nonanedioate ,16.1,4.4,5.4
6012,Diethyl Oxalate,16.2,8,8.8
6013,Diethyl Peroxide,15.8,6.6,11.7
6014,Diethyl Phthalate,17.6,9.6,4.5
6015,Diethyl Succinate,16.2,5.9,7.4
6016,Diethyl Succinate,16.2,6.8,8.7
6017,Diethyl Sulfide,16.8,3.1,2
6018,Diethyl Sulfite,16.9,8.5,4.8
6019,Diethyl Sulfone,16.5,15.2,6.9
6020,Diethyl Sulphoxide,17.2,11.9,6
6021,Diethyl Trisulfide,18,6.4,4.2
6022,Diethyl-6-Methyl-2-(1-Methylethyl)-4-Pyrimidinyl Ester Phosp,17.1,10.6,4.5
6023,Diethylaminoethyl Methacrylate,15.8,3.2,4.1
6024,Diethylbiphenyl,18.6,1.4,1.8
6025,Diethylbutylamine,15.2,2.3,2.7
6026,"Diethylcarbamothioic Acid, S-[(4-Chlorophenyl)Methyl]Ester",19.5,9.1,4
6027,Diethyldecylamine,15.6,1.6,2.1
6028,Diethyldisulfide,17,6.7,5.7
6029,Diethylene Glycol,16.6,12,19
6030,Diethylene Glycol Butyl Ether Acetate,16,4.1,8.2
6031,Diethylene Glycol Dibutyl Ether,15.8,4.7,4.4
6032,Diethylene Glycol Diethyl Ether,15.8,5.9,5.6
6033,Diethylene Glycol Divinyl Ether,16,7.3,7.9
6034,Diethylene Glycol Hexyl Ether,16,6,10
6035,Diethylene Glycol Methyl t-Butyl Ether,16,7.2,7.2
6036,Diethylene Glycol Monobutyl Ether,16,7,10.6
6038,Diethylene Glycol Monoethyl Ether,16.1,9.2,12.2
6039,Diethylene Glycol Monoethyl Ether Acetate,16.2,5.1,9.2
6040,Diethylene Glycol Monomethyl Ether,16.2,7.8,12.6
6041,Diethylene Glycol Monopropyl Ether,16,7.2,11.3
6042,Diethylene Glycoldimethacrylate,16.3,5,6.3
6043,Diethylenetriamine,16.7,7.1,14.3
6044,Diethylheptylamine,15.5,2.1,2.4
6045,Diethylhexadecylamine,15.8,1.1,1.5
6046,Diethylhexylamine,15.4,2,2.5
6047,Diethylisopropylamine,14.9,2.1,2.3
6048,Diethyloctylamine,15.6,1.7,2.1
6049,Diethylpropylamine,15.1,2.3,2.6
6050,Diethylsilane,14.2,2.2,1.5
6051,Diethylstilbestrol,19.2,5.1,9
6052,Diflubenzuron,20.7,18,10.4
6053,Diflunisal,19.6,7.6,10.9
6054,Difluoromethane,15.5,8.7,9.1
6055,"Difluoromethyl  1,1,2,3,3,3-Hexafluoropropyl  Ether",13.6,4.4,3
6056,"Difluoromethyl  2,2,3,3,3-Pentafluoropropyl  Ether",13.3,4.4,3
6057,"Difluoromethyl  2,2,3,3-Tetrafluoropropyl  Ether",14.6,5.6,4.6
6058,Difluoromethyl  Trifluoromethyl  Ether,13.9,6.1,3.9
6059,Difurfuryl Ether,18.1,6.7,6.3
6060,Difurfuryl Sulfide,19,6.1,5.8
6063,Diglycerin,17.4,12.3,26.6
6064,Diglycolic Acid,17.5,11.7,22.2
6066,Diheptyl Disulfide,16.7,3.7,2.4
6067,Diheptyl Ether,15.8,2.8,2.6
6068,Diheptyl Sulfide,16.5,2.4,2.3
6069,Diheptylamine,16,2.4,3.3
6070,Dihexyl Adipate,16.3,3.4,4.4
6071,Dihexyl Ether,16,3,2.8
6072,Dihexyl Fumarate,16.6,3.7,5.1
6073,Dihexyl Phthalate,17,7.6,3.6
6074,Dihexyl Sulfide,16.5,2.4,2.6
6075,Dihexylamine,15.9,2.3,4.2
6076,Dihydroabietyl Alcohol (Technical Mix),17.3,2.2,4.5
6077,Dihydroactinidolide,16.9,6.7,3.9
6078,Dihydroanethol,17.8,4.2,4
6079,Dihydrocarveol,16.8,3.8,8.1
6080,Dihydrocarvyl Acetate,16.6,2.7,3.5
6081,Dihydrocitronellyl Ethyl Ether,15.4,2.1,2.3
6082,Dihydrocivetone,17.6,3.6,2.3
6083,Dihydroeugenol,18.3,5.6,9
6084,Dihydrogen Disulfide,17.3,6.3,10.7
6085,Dihydrogeranyl Linalool,16.8,1.5,3.8
6086,Dihydrojasmonate,17.1,6.1,4.5
6087,Dihydrojasmone,17.5,5.3,4.5
6088,Dihydrojasmone Lactone,16.5,6.4,4.1
6089,Dihydrolinalool,16.5,2.6,6.4
6090,Dihydromyrcenol,16,3.2,6.1
6091,Dihydromyrcenyl Acetate,15.7,2.4,3.1
6092,Dihydronootkatone,17.5,4.5,1.6
6093,Dihydropyran,17.5,5.5,5.7
6094,Dihydrorose Oxide,16.1,2.5,2.8
6095,Dihydrotagetone,15.8,3.7,2.9
6096,Dihydroterpinyl Acetate,16.4,2.5,3.4
6097,Dihydroxyacetophenone,19.4,10.9,15.6
6098,Dihydroxymalic Acid,18.4,11.3,18.1
6099,Dihydroxytartaric Acid,18.4,8.5,3.9
6100,Dihydro-α-Ionone,16.6,3.2,3.1
6101,Dihydro-α-Terpinyl Acetate,16.4,2.5,3.4
6102,Dihydro-β-Ionol,17,2.9,7.4
6103,Dihydro-β-Ionone,16.7,3.4,3.4
6104,Diisoamyl Disulfide,16.3,3.3,2.3
6105,Diisoamyl Thiomalate,16.5,4.2,5.6
6106,Diisobutyl Adipate,16.7,2.5,6.2
6107,Di-Isobutyl Carbinol,14.9,3.1,10.8
6108,Diisobutyl Carbinyl Acetate,15.4,2.1,3.2
6109,Diisobutyl Ether,14.9,2.5,2.4
6110,Di-isoButyl Ketone,16,3.7,4.1
6112,Diisobutyl Phthalate,17.4,6.6,2.5
6113,Diisobutyl Sulfide,16,2,2.1
6114,Di-Isobutyl Sulfoxide,16.3,10.5,6.1
6115,Diisobutylamine,15.1,1.9,3.4
6116,Diisodecyl Adipate,15.7,2,2.9
6117,Diisodecyl Phthalate,16.2,4.4,2
6118,Di-Isodecyl Phthalate,16.6,6.2,2.6
6119,Diisoheptyl Phthalate,16.6,5.6,2.2
6120,Di-Isoheptyl Phthalate,16.8,7.2,3.4
6121,Diisononyl Adipate,15.8,2.2,3.1
6122,Di-Isononyl Adipate,16.7,1.8,4.9
6123,Diisononyl Phthalate,16.5,4.7,2.1
6124,Di-Isononyl Phthalate,16.6,6.6,2.9
6125,Diisooctyl Phthalate,16.6,4.9,1.9
6126,Diisopentyl Succinate,15.8,3.5,4.9
6127,Diisopentylamine,15.4,1.8,3.4
6128,Diisopropanolamine,16.7,7.7,15.7
6129,Diisopropyl Adipate,16,3.8,4.7
6130,Diisopropyl d-Tartrate,16.5,7,13
6131,Di-Isopropyl Glutarate,15.9,4.3,5.2
6132,Di-Isopropyl Methyl Phosphonate,16.4,10,5.7
6133,Di-Isopropyl Phosphonofluoridate,15.7,10.2,5.9
6134,Diisopropyl Sulfide,16,2.5,2
6135,Di-Isopropyl Sulfoxide,17,11.5,7.4
6136,Diisopropyl Trisulfide,17.4,4.8,2.7
6137,Diisopropylamine,14.8,1.7,3.5
6138,Diisopropylbenzene (Mixture),16.9,1.3,1.1
6139,Diisotridecyl Adipate,16.3,2.1,2.8
6140,Diisotridecyl Phthalate,16,3.7,1.9
6141,Diisoundecyl Phthalate,16,4.8,2.4
6142,Diketene,16.2,14.5,7.8
6143,Dilactic Acid,16.8,9.2,18.3
6144,Dill Ether,17.1,2.8,4
6145,Diltiazem,18.6,1.3,6.5
6146,Dimedone,18.1,10.9,4
6147,Dimercaptoethyl Ether,18,7.3,8
6148,Dimercaptomethane,18.3,8.9,9.2
6149,Dimethipin,18.8,22.2,11
6150,Dimethoxyborane,15,5.1,8.3
6151,Dimethoxydimethylsilane,13.8,3.1,3.5
6152,Dimethoxymethane,15,1.8,8.6
6153,Dimethyl,18.9,12.1,8.3
6154,Dimethyl  Isosorbide,17.6,7.1,7.5
6155,Dimethyl  Isosorbide,16.8,7,5.8
6156,Dimethyl 2-Methylglutarate,16.6,8.7,5
6157,Dimethyl 2-Methylpentanedioate,16.4,5.8,7.6
6158,Dimethyl Acetylene,15.1,3.4,7.6
6159,Dimethyl Adipate,16.3,6.8,8.5
6160,Dimethyl Amine,15.3,4.8,11.2
6161,Dimethyl Anthranilate,19,8.4,6.9
6162,Dimethyl Benzofuranone,18.4,8.3,4.8
6163,Dimethyl Benzyl Carbinol,17.7,4,7.5
6164,Dimethyl Benzyl Carbinyl Acetate,17.1,2.8,4
6165,Dimethyl Benzyl Carbinyl Butyrate,16.9,2.5,3.2
6166,Dimethyl Benzyl Carbinyl Crotonate,17.4,2.5,3.8
6167,Dimethyl Benzyl Carbinyl Formate,17.1,4,4.6
6168,Dimethyl Benzyl Carbinyl Isobutyrate,16.8,2.3,2.9
6169,Dimethyl Benzyl Carbinyl Propionate,17,2.8,3.6
6170,Dimethyl Carbonate,15.5,8.6,9.7
6171,Dimethyl Cellosolve,15.4,6,6
6172,Dimethyl Citraconate,16.9,6.4,8.3
6173,Dimethyl Cyclohexane,16.1,0,0.5
6174,Dimethyl Dihydrocyclopentapyrazine,18.1,6.7,4
6175,Dimethyl Dihydrocyclopentapyrazine,18.2,6.5,4.2
6176,Dimethyl Disulfide,17.6,7.8,6.5
6177,Dimethyl Ethanolamine,16.1,9.2,14
6178,Dimethyl Ethanolamine/Acetic Acid,16.8,19.8,19.8
6179,Dimethyl Ethanolamine/Formic Acid,17.2,21.5,22.5
6180,Dimethyl Ethanolamine/Methacrylic Acid,17.2,18.8,17.6
6181,Dimethyl Ethanolamine/p-Toluene Sulfonic Acid,17.2,21.5,22.5
6182,Dimethyl Ethanolamine/Thioglycolic Acid,17.2,21.5,22.5
6183,Dimethyl Ether,15.2,6.1,5.7
6184,Dimethyl Formamide (DMF),17.4,13.7,11.3
6185,Dimethyl Glutarate,16.5,6.6,8.2
6186,Dimethyl Glutarate,16.1,7.7,8.3
6187,Dimethyl Ionone,16.6,2.6,1.8
6188,Dimethyl Isophthalate,18.3,7.9,4.4
6189,Dimethyl Isopropanol Amine/Acetic Acid,16.6,19.4,18
6190,Dimethyl Ketene,15.2,7.4,4.8
6191,Dimethyl Maleate,16.3,8.3,9.8
6192,Dimethyl Methyl Phosphonate,16.7,13.1,7.5
6193,Dimethyl Octanyl Acetate,15.7,2.6,3.7
6194,Dimethyl Oxalate,16.7,8.4,10.4
6195,Dimethyl Pyruvic Acid,16.5,9.8,12.7
6196,Dimethyl Salicylate,18.4,8.4,5.3
6197,Dimethyl Sebacate,16.6,2.9,6.7
6198,Dimethyl Silane,13.7,2.9,2.1
6199,Dimethyl Succinate,16.1,7.7,8.8
6200,Dimethyl Sulfide,16.1,6.4,7.4
6201,Dimethyl Sulfite,17.3,10.2,6.2
6202,Dimethyl Sulfone,19,19.4,12.3
6203,Dimethyl Sulfoxide (DMSO),18.4,16.4,10.2
6205,Dimethyl Terephthalate,18.3,8.3,5
6206,Dimethyl Tetrasulfide,18.5,9.1,5.4
6207,Dimethyl Trisulfide,18.6,7.7,5.4
6208,Dimethyl α-Ionone,16.8,2.7,2.5
6209,"Dimethyl-1,1-Dimethylpropylamine",14.7,1.7,2
6210,"Dimethyl-1,2-Dimethylpropylamine",15,1.9,2.3
6211,"Dimethyl-1,4-Cyclohexanedicarboxylate",17.2,5.4,7.1
6212,"Dimethyl-2,2-Dimethylpropylamine",14.6,1.4,2.3
6213,"Dimethyl-2,6-Naphthalenedicarboxylate",18.7,5.9,5.3
6214,Dimethyl-2-Methylbutylamine,15.2,1.4,2.5
6215,Dimethyl-3-Methylbutylamine,15.1,1.7,2.9
6216,Dimethylbutylamine,15.2,2.6,3.3
6217,Dimethylchlorosilane,14,3.2,2
6218,Dimethyldecylamine,15.7,1.7,2.4
6219,Dimethyldichlorosilane,14.3,3.3,1.7
6220,Dimethyldodecylamine,15.8,1.4,2.1
6221,Dimethyleicosylamine,15.9,1,1.6
6222,Dimethylethylamine,14.9,3.3,3.9
6223,Dimethylglyoxime ,17.1,5.9,18.3
6224,Dimethylheptylamine,15.5,2.3,2.9
6225,Dimethylhexadecylamine,15.9,1.2,1.8
6226,Dimethylhexylamine,15.5,2.2,3.1
6227,Dimethylisobutylamine,14.9,2.1,2.9
